aggregated_crossings_id,barrier_id,internal_name,crossing_source,crossing_feature_type,crossing_type_code,barrier_status,transport_line_structured_name_1,rail_track_name,blue_line_key,watercourse_name,road_name,structure_type,structure_owner,private_owner_details,structure_list_status,assessment_type_completed,reason_for_exclusion,method_of_exclusion,partial_passability,partial_passability_notes,upstream_habitat_quality,constructability,estimated_cost_$,priority,type_of_rehabilitation,rehabilitated_by,rehabilitated_date,estimated_rehabilitation_cost_$,actual_project_cost_$,next_steps,timeline_for_next_steps,lead_for_next_steps,others_involved_in_next_steps,reason,notes,supporting_links,modelled_crossing_id,pscis_status,crossing_subtype_code,pscis_road_name,pscis_stream_name,pscis_assessment_comment,pscis_assessment_date,dam_name,dam_height,dam_owner,dam_use,dam_operating_status,utm_zone,utm_easting,utm_northing,downstream_route_measure,wscode,localcode,watershed_group_code,gnis_stream_name,barriers_anthropogenic_dnstr,barriers_anthropogenic_dnstr_count,barriers_anthropogenic_habitat_wcrp_upstr,barriers_anthropogenic_habitat_wcrp_upstr_count,barriers_ch_cm_co_pk_sk_dnstr,barriers_st_dnstr,barriers_wct_dnstr,ch_spawningrearing_km,ch_spawningrearing_belowupstrbarriers_km,sk_spawningrearing_km,sk_spawningrearing_belowupstrbarriers_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,ch_spawningrearing_set_id,ch_spawningrearing_total_hab_gain_set,ch_spawningrearing_num_barriers_set,ch_spawningrearing_avg_gain_per_barrier,ch_spawningrearing_dnstr_set_ids,ch_spawningrearing_rank_avg_gain_per_barrier,ch_spawningrearing_rank_avg_gain_tiered,ch_spawningrearing_rank_total_upstr_hab,ch_spawningrearing_rank_combined,ch_spawningrearing_tier_combined,sk_spawningrearing_set_id,sk_spawningrearing_total_hab_gain_set,sk_spawningrearing_num_barriers_set,sk_spawningrearing_avg_gain_per_barrier,sk_spawningrearing_dnstr_set_ids,sk_spawningrearing_rank_avg_gain_per_barrier,sk_spawningrearing_rank_avg_gain_tiered,sk_spawningrearing_rank_total_upstr_hab,sk_spawningrearing_rank_combined,sk_spawningrearing_tier_combined,all_spawningrearing_set_id,all_spawningrearing_total_hab_gain_set,all_spawningrearing_num_barriers_set,all_spawningrearing_avg_gain_per_barrier,all_spawningrearing_dnstr_set_ids,all_spawningrearing_rank_avg_gain_per_barrier,all_spawningrearing_rank_avg_gain_tiered,all_spawningrearing_rank_total_upstr_hab,all_spawningrearing_rank_combined,all_spawningrearing_tier_combined,label_in_wcrp
124655,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356347583,,,,,,,,,,,,,,,,,,,,,,,,,,,,24723363,ASSESSED,BRIDGE,Railroad,Pinchi Creek,"Fish observed rising - likely RB or WF. Span is 154 m.  Documented CH, SK, BB, DV, KO, LW, MW, RB, CAS, CSU, LSU, NSC, PCC, RSC, WSU.",8/12/2013,,,,,,10,402434,6051900,12099,100.567134.179319.710832,100.567134.179319.710832.287745,STUL,Pinchi Creek,,0,,,,,,2.57,2.57,2.63,2.63,2.63,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
124664,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356353424,,,,,,,,,,,,,,,,,,,,,,,,,,,,24726973,ASSESSED,BRIDGE,Tanizul,Tarnezell Creek,"RB fry observed everywhere. Rotten guards - falling apart, approach from N side is eroding. Documented LW, RB, CSU, LSU, NSC, PCC, RSC, WSU.",8/13/2013,,,,,,10,369349,6075258,7634,100.567134.179319.815989.501334,100.567134.179319.815989.501334.206984,UTRE,Tarnezell Creek,1200000013,1,,,,,,5.04,5.04,15.8,15.8,20.49,20.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
124677,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356353424,,,,,,,,,,,,,,,,,,,,,,,,,,,,24200384,ASSESSED,BRIDGE,600 Road off Tanizul,Tarnezell Creek,"RB observed everywhere. Documented LW, RB, CSU, LSU, NSC, PCC, RSC, WSU.",8/15/2013,,,,,,10,370632,6071336,13977,100.567134.179319.815989.501334,100.567134.179319.815989.501334.412014,UTRE,Tarnezell Creek,1200000013,1,,,,,,0.98,0.98,15.8,15.8,16.44,16.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
124701,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Leo Creek FSR,,356362700,,,,,,,,,,,,,,,,,,,,,,,,,,,,24702006,ASSESSED,BRIDGE,Leo Creek,Kuzkwa River,"Documented CH, SK, BB, CT, KO, LT, LW, MW, RB, CAS, CSU, LDC, LKC, LSU, NSC, PCC, RSC, WSU.",8/17/2013,,,,,,10,391308,6073540,28925,100.567134.179319.815989.290384,100.567134.179319.815989.290384.448740,LTRE,Kuzkwa River,,0,1200000034;124601,2,,,,71.84,66.34,234.38,234.38,294.06,288.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
124706,124706,Trib 1 to Stuart Lk @ Leo FSR (124706),PSCIS,"ROAD, RESOURCE/OTHER",CBS,BARRIER,Leo Creek FSR,,356358456,Tributary to Stuart Lake,Leo FSR,Stream crossing - CBS,,,Data-deficient barrier,Barrier assessment,,,,,Medium,,,,,,,,,Habitat confirmation (data deficient structures only),,,,Barrier. Currently passable due to backwater from beaver dam but likely to change when beaver dam blows out. ,,,19302213,ASSESSED,ROUND,Leo FSR,Unnamed Tributary to Stuart Lake,"CBS-rated as barrier however, completely backwatered and currently passable to fish however, not inlet has a lot of beaver debris accumulation. No action recomended, beaver dam currently acting as DS weir however, passability could change when beaver dam is blown out. Beaver dam near outlet; fresh beaver chew; creates ponding US and DS cv. White board in photos says Leo-1 (correct to Leo-5). Upstream channel measurements were take due to culvert influence downstream (ponding and wetlands). Consider upgrading to OBS as beaver activity likely a long term issues with the culverts.",8/13/2025,,,,,,10,392449,6056501,4390,100.567134.179319.780991,100.567134.179319.780991.179612,STUL,,62678,1,,,,,,0,0,2.7,2.7,2.7,2.7,8682,0,2,0,,,,,,,8682,4.56,2,2.28,,10,10,7,10,A,8992,4.56,2,2.28,,12,12,10,12,B,yes
124757,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356360833,,,,,,,,,,,,,,,,,,,,,,,,,,,,12601027,ASSESSED,BRIDGE,North Hat,Hatdudatehl Creek,"Documented KO, LT, RB.",8/23/2013,,,,,,10,415758,6077844,26434,100.567134.179319.815989.290384.820062,100.567134.179319.815989.290384.820062.454687,LTRE,Hatdudatehl Creek,,0,,,,,,3,3,19.49,19.49,21.74,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
124763,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356360833,,,,,,,,,,,,,,,,,,,,,,,,,,,,12600830,ASSESSED,BRIDGE,Hat Lake,Hatdudatehl Creek,"Abutments ~6m apart - constrict flow; channel ~10 m wide. Documented BB, BT, KO, LT, RB, LKC, NSC, RSC, SU, WSU.",8/24/2013,,,,,,10,411280,6071195,13031,100.567134.179319.815989.290384.820062,100.567134.179319.815989.290384.820062.232196,LTRE,Hatdudatehl Creek,,0,,,,,,6.67,6.67,19.49,19.49,25.4,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125711,125711,125711,PSCIS,"ROAD, DEMOGRAPHIC",CBS,PASSABLE,Hwy 27 N,,356357338,Prairie Meadow Creek,Highway 27,Stream crossing - CBS,,,Excluded structure,Barrier assessment,Passable,Field assessment,,,,,,,,,,,,,,,,Scores as potential barrier but determined to be passable to fish in field. ,Stagnant ponded wetland habitat. No spawning gravel. ,,19301286,ASSESSED,ROUND,Hwy 27,Prairie Meadow Creek,"CBS-rated as potential. Two culverts of same diameter; left bank measured; both submerged and summed for total culvert width. Culvert slope and resemble channel fields are unknown; rough estimates recorded. Left bank stucture diameter recorded for channel width due to lack of natural channel. Ponded stream slope estimated at less than 1%. No spawning gravel, stagnant, ponded, wetland habitat, passable to fish. No action recomended.",6/25/2025,,,,,,10,422609,6036611,2057,100.567134.179319.596213.285103,100.567134.179319.596213.285103.118327,STUL,Prairie Meadow Creek,204004,1,,,,,,0.04,0.04,0,0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125788,125788,Natazutlo Cr @ Kazchek FSR (125788),PSCIS,"ROAD, RESOURCE/OTHER",CBS,BARRIER,Kazchek FSR,,356360623,Natazutlo Creek,Kazchek FSR,Stream crossing - CBS,,,Data-deficient barrier,Barrier assessment,,,,,Medium,,,,,,,,,Habitat confirmation (data deficient structures only),,,,,Shallow riffles and some suitable spawning substrate obs near crossing. Beaver dam 20 m upstream causing ponding. Good overwintering (deep pools),,13500161,ASSESSED,ROUND,Kazchek FSR,Natazutlo Creek,"CBS-rated as barrier. Based on large size, and low gradient of stream and culvert could be a candidate for backwatering. Beaver dam 20m upstream causing ponding. Deep pools provide good overwintering. Juvenile fish spotted. 2-3 in length, large dorsal/adipose fin. Shallow riffles and some suitable spawning substrate observed near crossing. LWD and SWD provide ample cover DS as well as deep pools and glides. Mostly boulders directly Downstream of culvert - suitable gravel 20-50m below culvert",10/30/2025,,,,,,10,348804,6098109,2177,100.567134.179319.815989.532920.225746,100.567134.179319.815989.532920.225746.036494,MIDR,Natazutlo Creek,,0,,,,,,16.07,16.07,58.85,58.85,63.83,63.83,8372,16.07,1,16.07,,1,1,1,1,A,8372,58.85,1,58.85,,1,1,1,1,A,9302,63.83,1,63.83,,1,1,1,1,A,yes
125793,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356360623,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500459,ASSESSED,BRIDGE,700 Road off Kazchek,Unnamed tributary to Natazutlo Lake,"Documented BB, LW, RB, CSU, LSU, NSC, RSC.",9/22/2013,,,,,,10,356413,6097679,16803,100.567134.179319.815989.532920.225746,100.567134.179319.815989.532920.225746.409920,MIDR,,125788,1,,,,,,5.05,5.05,33.57,33.57,36.43,36.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125834,,,PSCIS,"ROAD, RESOURCE/OTHER",OTHER,UNKNOWN,,,356309155,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500149,ASSESSED,FORD,52 km S branch of Kazchek,Unnamed tributary to Takla Lake,"Documented SK, RB.",10/11/2013,,,,,,10,337123,6106857,1016,100.567134.179319.815989.532920.337200,100.567134.179319.815989.532920.337200,MIDR,,,0,,,,,,0,0,0.18,0.18,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125835,,,PSCIS,RAIL,OBS,PASSABLE,,None,356309155,,,,,,,,,,,,,,,,,,,,,,,,,,,,13501150,ASSESSED,BRIDGE,Railroad,Unnamed tributary to Takla Lake,"Abandoned RR crossing. Documented SK, RB.",10/11/2013,,,,,,10,337133,6106868,1031,100.567134.179319.815989.532920.337200,100.567134.179319.815989.532920.337200,MIDR,,,0,,,,,,0,0,0.17,0.17,0.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125838,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356326169,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500604,ASSESSED,BRIDGE,500 Road off Purvis,Leo Creek,Documented RB.,10/11/2013,,,,,,10,341248,6111594,10493,100.567134.179319.815989.532920.352419,100.567134.179319.815989.532920.352419.448712,MIDR,Leo Creek,,0,,,,,,0.19,0.19,0,0,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125842,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Leo Creek FSR,,356326169,,,,,,,,,,,,,,,,,,,,,,,,,,,,13501080,ASSESSED,BRIDGE,Kazchek (300 Rd),Leo Creek,"Documented SK, RB.",10/11/2013,,,,,,10,335292,6108034,1331,100.567134.179319.815989.532920.352419,100.567134.179319.815989.532920.352419,MIDR,Leo Creek,,0,,,,,,9.06,9.06,2.55,2.55,9.06,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125843,,,PSCIS,RAIL,OBS,PASSABLE,,None,356326169,,,,,,,,,,,,,,,,,,,,,,,,,,,,13501133,ASSESSED,BRIDGE,Railroad,Leo Creek,"Abandoned RR crossing. Documented SK, RB.",10/11/2013,,,,,,10,335408,6107802,1059,100.567134.179319.815989.532920.352419,100.567134.179319.815989.532920.352419,MIDR,Leo Creek,,0,,,,,,9.33,9.33,2.82,2.82,9.33,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125850,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Leo Creek FSR,,356338407,,,,,,,,,,,,,,,,,,,,,,,,,,,,13501048,ASSESSED,BRIDGE,Kazchek (300 Rd),Sandypoint Creek,"Documented SK, DV, KO, RB.",10/12/2013,,,,,,10,330470,6112717,1546,100.567134.179319.815989.532920.406879,100.567134.179319.815989.532920.406879,MIDR,,1200000018,1,,,,,,3.64,3.64,3.43,3.43,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125851,,,PSCIS,RAIL,OBS,PASSABLE,,None,356338407,,,,,,,,,,,,,,,,,,,,,,,,,,,,13501137,ASSESSED,BRIDGE,Railroad,Sandypoint Creek,"Abandoned RR crossing. Documented SK, DV, KO, RB.",10/12/2013,,,,,,10,330463,6112676,1505,100.567134.179319.815989.532920.406879,100.567134.179319.815989.532920.406879,MIDR,,1200000018,1,,,,,,3.68,3.68,3.47,3.47,3.72,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125853,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356327433,,,,,,,,,,,,,,,,,,,,,,,,,,,,24200428,ASSESSED,BRIDGE,Austin,Paula Creek,Mismapped stream - much wider and more flow than indicated on map. Unknown fish status.,10/13/2013,,,,,,10,341659,6078767,10869,100.567134.179319.815989.780459,100.567134.179319.815989.780459.480051,UTRE,Paula Creek,1024200019;1200000017;1200000012,3,,,,,,1.67,1.67,0,0,1.67,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125878,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Middle FSR,,356328051,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500674,ASSESSED,BRIDGE,Middle (700 Rd),VanDeCar Creek,"Left abutment eroded. Documented SK, DV, KO.",10/15/2013,,,,,,10,350041,6093154,833,100.567134.179319.815989.532920.184512,100.567134.179319.815989.532920.184512,MIDR,Van Decar Creek,,0,1200000014,1,,,,1.72,1.72,4.48,1.72,4.48,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125882,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Middle FSR,,356357673,,,,,,,,,,,,,,,,,,,,,,,,,,,,24715488,ASSESSED,BRIDGE,Middle (700 Rd),One-ell Creek,"Documented SK, DV, RB.",10/15/2013,,,,,,10,346428,6096678,1626,100.567134.179319.815989.532920.228132,100.567134.179319.815989.532920.228132,MIDR,O'Ne-ell Creek,,0,,,,,,6.47,6.47,4.27,4.27,8.74,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125883,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Middle FSR,,356351073,,,,,,,,,,,,,,,,,,,,,,,,,,,,24715489,ASSESSED,BRIDGE,Middle (700 Rd),Forfar Creek,"Documented SK, DV, KO.",10/15/2013,,,,,,10,342058,6101116,1679,100.567134.179319.815989.532920.282936,100.567134.179319.815989.532920.282936,MIDR,,,0,,,,,,1.16,1.16,3.13,3.13,3.13,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125884,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Sakeniche FSR,,356363115,,,,,,,,,,,,,,,,,,,,,,,,,,,,24715494,ASSESSED,BRIDGE,Sakeniche (900 Rd),Middle River,"Documented CH, SK, BB, BT, DV, KO, LT, RB, WSG, CC.",10/15/2013,,,,,,10,340283,6103778,39016,100.567134.179319.815989.532920,100.567134.179319.815989.532920.297922,MIDR,,,0,1020000184;1020000927;1020001281;1020001538;1200000015;1200000016;1200000018;1200000035;203995;203996;204008;204010,12,,,,424.85,384.23,2512.3,2492.5,2680.48,2633.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125885,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Sakeniche FSR,,356293242,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500999,ASSESSED,BRIDGE,Sakeniche (900 Rd),Gluskie Creek,"Guards are rotting. Documented SK, BB, DV, KO, RB, CC.",10/15/2013,,,,,,10,339440,6103609,809,100.567134.179319.815989.532920.309568,100.567134.179319.815989.532920.309568,MIDR,,1200000016,1,,,,,,8.95,8.95,2.35,2.35,10.26,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125887,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Sakeniche FSR,,356354313,,,,,,,,,,,,,,,,,,,,,,,,,,,,24715493,ASSESSED,BRIDGE,Sakeniche (900 Rd),Bivouac Creek,"Documented SK, KO.",10/15/2013,,,,,,10,335548,6105573,1013,100.567134.179319.815989.532920.341598,100.567134.179319.815989.532920.341598,MIDR,Bivouac Creek,,0,,,,,,0.9,0.9,2.37,2.37,2.37,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
125895,,,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,,,356357673,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500767,ASSESSED,BRIDGE,A70217,One-ell Creek,"Rotten deck. Documented SK, DV.",10/16/2013,,,,,,10,346157,6096149,2338,100.567134.179319.815989.532920.228132,100.567134.179319.815989.532920.228132.114364,MIDR,O'Ne-ell Creek,,0,,,,,,1.29,1.29,3.56,3.56,3.56,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
197621,,,PSCIS,RAIL,OTHER,PASSABLE,,None,356362075,,,,,,,,,,,,,,,,,,,,,,,,,,,,20001251,REMEDIATED,REMOVED,Railroad,Sitlika Creek,,8/19/2020,,,,,,9,675685,6176933,2320,100.567134.179319.815989.532920.990487,100.567134.179319.815989.532920.990487.081815,TAKL,Sitlika Creek,,0,,,,,,1.76,1.76,0.41,0.41,1.76,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
203983,203983,19300000,PSCIS,"ROAD, DEMOGRAPHIC",OBS,PASSABLE,Douglas Ave,,356360517,Nahounli Creek,Douglas Ave,Stream crossing - OBS,,,Excluded structure,Barrier assessment,Passable,Field assessment,,,,,,,,,,,,,,,,OBS bridge,,,19300000,ASSESSED,BRIDGE,Douglas Avenue,Nahounli Creek,OBS-bridge. Upstream and downstream photos taken. Width measurement was estimated.,6/25/2025,,,,,,10,418881,6033868,1727,100.567134.179319.596213,100.567134.179319.596213,STUL,Nahounli Creek,,0,204004,1,,,,12.79,11.77,0,0,12.79,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
203984,203984,19200001,PSCIS,"ROAD, DEMOGRAPHIC",CBS,PASSABLE,Ash St E,,356360517,Nahounli Creek,Ash St. E,Stream crossing - CBS,,,Excluded structure,Barrier assessment,Passable,Field assessment,,,,,,,,,,,,,,,,Passable,"Two closed bottom arch culverts, total width taken from sum of both culverts. Fry observed upstream and downstream; abundant spawning gravel, perennial flow, functional cover and deep pools.",,19300001,ASSESSED,ROUND,Ash St. E,Nahounli Creek,"CBS-passable. Two closed bottom arch culverts, total width taken from sum of both culverts. Fry observed upstream and downstream; abundant spawning gravel, perennial flow, functional cover and deep pools. RB Cv= 2.63W x 2.16 H ; LB Cv= 2.62W x 2.11H",6/25/2025,,,,,,10,418925,6033884,1782,100.567134.179319.596213,100.567134.179319.596213,STUL,Nahounli Creek,,0,204004,1,,,,12.73,11.71,0,0,12.73,11.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
203985,203985,Narrows Cr (20000238),PSCIS,"ROAD, DEMOGRAPHIC",OBS,PASSABLE,private driveway,,356350149,Tributary to Takla Lake,Branch off 300 FSR,Stream crossing - OBS,,,Excluded structure,Barrier assessment,Passable,Field assessment,,,,,,,,,,,,,,,,,OBS Bridge,High spawning potential,20000238,ASSESSED,BRIDGE,Branch off 300 FSR,Tributary to Takla Lake,"OBS-bridge. High spawning potential. Abundant suitable gravel present, some fines. High rearing potential - pools, stable cwd present, overhanging vegetation. Good migrating corridor. Overwintering potential in some deep pools and close proximity to Takla Lake",11/1/2025,,,,,,10,327153,6117012,654,100.567134.179319.815989.532920.457753,100.567134.179319.815989.532920.457753,TAKL,,,0,,,,,,5.81,5.81,2.85,2.85,5.81,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
203986,203986,Trib 1 to Stuart Lk @ Branch off Leo FSR (LEO-3/19302252),PSCIS,RAIL,CBS,BARRIER,,None,356357152,Tributary to Stuart Lake,Branch off Leo FSR,Stream crossing - CBS,,,Data-deficient barrier,Barrier assessment,,,,,Low,,,,,,,,,Habitat confirmation (data deficient structures only),,,,,"Two culverts , all flow in LB Cv. LB Cv=1.2Wx21.9H ; RB Cv=1.2Wx22H. Railway track and fill removed down to Cv and replaced w/ riprap. Flow discharges onto riprap, no outlet pool. Breached upstream beaverdam. Low flow, lacking deep pools, undercut banks and spawning gravel. Channel width unknown due to lack of continuous defined banks; has likely been ditched - lower LB cv used as 1.2 m diameter",,19302252,ASSESSED,ROUND,Branch Road off Leo FSR,Unnamed Tributary to Stuart Lake,"CBS-barrier. Two culverts , all flow in LB Cv. LB Cv=1.2Wx21.9H ; RB Cv=1.2Wx22H. Railway track and fill removed down to Cv and replaced w/ riprap. Flow discharges onto riprap, no outlet pool. Breached upstream beaverdam. Low flow, lacking deep pools, undercut banks and spawning gravel. Channel width unknown due to lack of continuous defined banks; has likely been ditched - lower LB cv used as 1.2m diameter.",6/26/2025,,,,,,10,392411,6057461,1188,100.567134.179319.780991.179612,100.567134.179319.780991.179612.021837,STUL,,203987;203990;62678,3,,,,,,0,0,0.14,0.14,0.14,0.14,9612,0,3,0,"[ ""8682"" ]",,,,,,8993,0.2,2,0.1,"[ ""8682"", ""8992"" ]",16,25,16,17,B,6513,0.2,2,0.1,"[ ""6512"", ""8992"" ]",20,30,20,21,C,no
203987,203987,Trib 1 to Stuart Lk @ Branch of Leo FSR (LEO-2/19300003),PSCIS,"ROAD, DEMOGRAPHIC",CBS,BARRIER,unsigned,,356357152,Tributary to Stuart Lake,Branch off LEo FSR,Stream crossing - CBS,,,Data-deficient barrier,Barrier assessment,,,,,Low,,,,,,,,,Habitat confirmation (data deficient structures only),,,,,Scores as barrier but culverts are backwatered and passable to fish. Sucker fry observed upstream. Limited deep pools and absence of functional cover.,,19300003,ASSESSED,ROUND,Branch Road off Leo FSR,Unnamed Tributary to Stuart Lake,"CBS rated as barrier, however culverts are backwatered and passable to fish regardless of barrier score. Two backwatered culverts; LB Cv measured; LB Cv= 1.2Wx21H ; RB Cv=1.2Wx22.3H. Sucker fry observed upstream. Limited deep pools and absence of functional cover.",6/26/2025,,,,,,10,392380,6057401,1120,100.567134.179319.780991.179612,100.567134.179319.780991.179612.021837,STUL,,203990;62678,2,203986,1,,,,0,0,0.2,0.06,0.2,0.06,9612,0,3,0,"[ ""8682"" ]",,,,,,8993,0.2,2,0.1,"[ ""8682"", ""8992"" ]",16,25,16,17,B,6513,0.2,2,0.1,"[ ""6512"", ""8992"" ]",20,30,20,21,C,no
203988,203988,Trib 2 to Middle R @ Leo Cr FSR (KAZ-1.2/13501024),PSCIS,"ROAD, RESOURCE/OTHER",CBS,BARRIER,Leo Creek FSR,,356342180,Tributary to Middle River,Leo Creek FSR,Stream crossing - CBS,,,Excluded structure,Barrier assessment,No key upstream habitat,Field assessment,,,Low,,,,,,,,,,,,,,"rated as barrier however, backwatered therefore likely passable for all species and life stages. No action recomended. Wetland bisected by FSR. Series of 4 culverts under road with two appearing to be at same elevation and determining flow (two used for total measurement of CV). Ponded wetlands upstream and downstream of all 4 culverts. Small stream with defined banks flows out of culvert 2 for ~30m before transitioning to a braided network of streams without defined banks before flowing into downstream wetland. Approximately 30m of defined channel, lots of CWD with overhanging veg, small gravel, and fines. Downstream wetland separated by ~60m of braided undefined channels. slow is slow moving with slope ~1%. Fix based on CWF reccomendations noting that beavers will likely be an ongoing issue. ",,13501024,ASSESSED,ROUND,Leo Creek FSR,Unnamed wetland,"CBS-rated as barrier however, backwatered therefore likely passable for all species and life stages. No action recomended. Wetland bisected by FSR. Series of 4 culverts under road with two appearing to be at same elevation and determining flow (two used for total measurement of CV). Ponded wetlands upstream and downstream of all 4 culverts. Small stream with defined banks flows out of culvert 2 for ~30m before transitioning to a braided network of streams without defined banks before flowing into downstream wetland. Approximately 30m of defined channel, lots of CWD with overhanging veg, small gravel, and fines. Downstream wetland separated by ~60m of braided undefined channels. slow is slow moving with slope ~1%. Fix based on CWF reccomendations noting that beavers will likely be an ongoing issue.",10/31/2025,,,,,,10,342762,6103247,1225,100.567134.179319.815989.532920.279524,100.567134.179319.815989.532920.279524.145129,MIDR,,1013501298,1,,,2.25457E+13,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
203989,203989,20001201,PSCIS,"ROAD, RESOURCE/OTHER",OBS,PASSABLE,Sakeniche FSR,,356356910,Tributary to Dust Creek,Jinx FSR,Stream crossing - OBS,,,Excluded structure,Barrier assessment,Passable,Field assessment,,,,,,,,,,,,,,,,OBS bridge,PSCIS coordinates entered incorrectly (PSCIS 203989). ,,20001201,ASSESSED,BRIDGE,Jinx FSR,Unnamed Stream,"OBS-bridge. Very slow, wide, stream upstream of bridge. Lots of CWD, some deep sections/ glides, undercut banks, and overhanging veg, instream veg. good rearing potential. Small boulders, large cobbles make for poor spawning habitat. Some overwintering potential.",11/2/2025,,,,,,9,684054,6139973,1624,100.567134.179319.815989.532920.447917.553748,100.567134.179319.815989.532920.447917.553748.007048,TAKL,,,0,,,,,,0.29,0.29,0.64,0.64,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
203990,203990,Trib 1 to Stuart Lk @ Branch of Leo FSR (LEO-1/19301000),PSCIS,"ROAD, RESOURCE/OTHER",CBS,BARRIER,,,356357152,Tributary to Stuart Lake,Branch off Leo FSR,Stream crossing - CBS,,,Data-deficient barrier,Barrier assessment,,,,,Medium,,,Low,,,,,,Habitat confirmation (data deficient structures only),,,,Two culverts with no flow. Appears to be ephemeral with some potential rearing value. No spawning potential - substrates are fines. Modeled as SK spawning only.,,,19301000,ASSESSED,ROUND,Branch of Leo FSR,Unnamed Tributary to Stuart Lake,"CBS-barrier. Two culverts with no flow (some water pooled in the center) LB cv. = 1.55Wx1.64Hx28L. RB cv. (1W x 1H x 28L). Right bank measured (facing downstream) as its lower elevation. Stream appears to have ephemeral flow with possible rearing value therefore rated medium habitat value based on PSCIS definitions. Substrate appears to be fines, and likely little to no spawning value (spring). Overall, low priority",8/13/2025,,,,,,10,392328,6057172,877,100.567134.179319.780991.179612,100.567134.179319.780991.179612.021837,STUL,,62678,1,203986;203987,2,,,,0,0,0.45,0.25,0.45,0.25,9612,0,3,0,"[ ""8682"" ]",,,,,,8992,0.25,1,0.25,"[ ""8682"" ]",15,24,14,16,B,6512,0.25,1,0.25,"[ ""8992"" ]",19,29,18,19,B,yes
